t_ns,delta_s
125774302487676,0.864125028
125774492106390,0.18961871400000002
125774752293764,0.260187374
125774781712680,0.029418916000000003
125775369551312,0.5878386320000001
125775383991262,0.014439950000000002
125775466473833,0.082482571
125776123195894,0.6567220610000001
125776519387484,0.39619159000000004
125776552709316,0.033321832
125776591472315,0.038762999
125776697288109,0.105815794
125776995063287,0.29777517800000003
125777019558514,0.024495227
125777145730268,0.126171754
125777348272640,0.20254237200000003
125777456864554,0.10859191400000001
125778143213535,0.6863489810000001
125778173806389,0.030592854000000003
125778273735248,0.09992885900000001
125778622832638,0.34909739
125779526102177,0.9032695390000001
125779870039194,0.343937017
125780306897527,0.43685833300000004
125780366143118,0.059245591
125780397624263,0.031481145
125780473938875,0.076314612
125780640043874,0.166104999
125781450045652,0.8100017780000001
125781488006142,0.03796049
125781653015209,0.165009067
125781923225540,0.270210331
125782276253038,0.353027498
125782771632447,0.49537940900000005
125782810825863,0.039193416
125782845046020,0.034220157
125782981938005,0.13689198500000002
125783276322216,0.294384211
125783392343326,0.11602111000000001
125783916814394,0.524471068
125783916814395,1e-09
125784228999993,0.312185598
125784315129678,0.08612968500000001
125785191100784,0.875971106
125785295289486,0.10418870200000001
125785781067478,0.48577799200000005
125785818975208,0.03790773
125786027225759,0.208250551
125786095112876,0.06788711700000001
125786333728539,0.238615663
125786481428226,0.147699687
125786991234849,0.509806623
125787023476001,0.032241152
125787347106418,0.323630417
125787378824298,0.031717880000000004
125787531751212,0.152926914
125787834899466,0.303148254
125788528189105,0.6932896390000001
125788795206018,0.267016913
125789262776327,0.467570309
125789286963814,0.024187487
125789376817757,0.089853943
125789891966722,0.5151489650000001
125790219367363,0.32740064100000005
125790484119521,0.264752158
125790599770417,0.115650896
125792380197211,1.780426794
