t_ns,delta_s
125678466660686,1.6048270850000002
125678988144066,0.52148338
125679602595320,0.614451254
125679780299969,0.17770464900000002
125681409194106,1.628894137
125681431903304,0.022709198
125681698365508,0.26646220400000004
125683562906898,1.86454139
125684479592860,0.9166859620000001
125684660766181,0.181173321
125684708935459,0.048169278
125684988778428,0.279842969
125685774275076,0.7854966480000001
125685807204343,0.032929267000000005
125686250399886,0.443195543
125686817355649,0.5669557630000001
125687104368500,0.287012851
125688677033054,1.5726645540000002
125688716970142,0.039937088
125688989691288,0.272721146
125689830834245,0.8411429570000001
125692192130950,2.361296705
125693096491077,0.904360127
125694438705378,1.342214301
125694653655785,0.214950407
125694696199097,0.042543312
125694933375266,0.23717616900000002
125695437266578,0.503891312
