t_ns,delta_s
125167029945343,0.6168468450000001
125167220584676,0.19063933300000002
125167484918827,0.264334151
125167518074491,0.033155664
125168116595838,0.598521347
125168134422095,0.017826257
125168212958698,0.07853660300000001
125168878762860,0.665804162
125169273339865,0.39457700500000004
125169307620845,0.03428098
125169345464851,0.037844006
125169459700027,0.11423517600000001
125169756899399,0.297199372
125169781841718,0.024942319
125169908812828,0.12697111
125170118119528,0.2093067
125170229594995,0.11147546700000001
125170876796752,0.647201757
125170907745786,0.030949034
125171015662374,0.10791658800000001
125171379997735,0.364335361
125172447922491,1.067924756
125172811202807,0.36328031600000005
125173258803925,0.447601118
125173318659836,0.059855911000000005
125173351568849,0.032909013
125173429478799,0.07790995
125173601475107,0.17199630800000001
125174402512445,0.8010373380000001
125174439421087,0.036908642000000005
125174595541270,0.15612018300000002
125174873184786,0.27764351600000003
125175235056585,0.36187179900000005
125175742828037,0.5077714520000001
125175781837590,0.039009553
125175815320091,0.033482501000000005
125175953148622,0.137828531
125176260122861,0.30697423900000004
125176377776523,0.117653662
125176892037613,0.5142610900000001
125176892357369,0.00031975600000000003
125177191396249,0.29903888
125177274505851,0.083109602
125178178575230,0.9040693790000001
125178283945278,0.10537004800000001
125178813036082,0.5290908040000001
125178851372252,0.03833617
125179064158497,0.212786245
125179133726452,0.069567955
125179370436496,0.236710044
125179521758717,0.151322221
125180038632213,0.516873496
125180070412016,0.031779803
125180397938343,0.327526327
125180430333391,0.032395048
125180590045161,0.15971177
125180909268409,0.319223248
125181607543111,0.6982747020000001
125181870412827,0.26286971600000003
125182339640286,0.469227459
125182364155796,0.02451551
125182452441794,0.088285998
125183022357519,0.569915725
125183347177290,0.32481977100000003
125183694952336,0.34777504600000003
125183812237074,0.11728473800000001
125185515935328,1.703698254
