t_ns,nonce,hash_hex,difficulty_bits,attempts_since_prev,backend,notes_json
1766775966915086080,0,0000000000000000000000000000000000000000000000000000000000000000,0,0,lv06_silicon,"{""hw"": ""lv06"", ""perf"": 717655.2113445}"
1766775983909196544,0,0000000000000000000000000000000000000000000000000000000000000000,0,0,lv06_silicon,"{""hw"": ""lv06"", ""perf"": 717672.2054551}"
