t_ns,delta_s
125677348137834,0.48630423300000003
125677570369962,0.222232128
125677657385180,0.087015218
125677676841933,0.019456753
125687249637832,9.572795899
125687513018283,0.263380451
125687693594087,0.180575804
125687939716695,0.24612260800000002
125688042994350,0.10327765500000001
125688110639686,0.067645336
125688666200521,0.5555608350000001
125688853268275,0.187067754
125690309783266,1.4565149910000001
125690766457858,0.45667459200000005
125691003525032,0.23706717400000002
125691449167024,0.44564199200000004
125691648505450,0.199338426
125691710128989,0.061623539000000005
125691795028708,0.084899719
125693095043001,1.300014293
125694012084927,0.917041926
125694208944961,0.19686003400000002
125694241849335,0.032904374
125694289283375,0.047434040000000004
125694380732862,0.09144948700000001
125694823964821,0.443231959
125694877461789,0.053496968000000006
125695437266579,0.55980479
