window_idx,window_t0_ns,window_t1_ns,cv,hist_entropy,hamming_norm,event_rate_hz,psd_peak_hz,psd_peak_power,psd_peak_snr_db,psd_peak_bandwidth_hz,psd_peak_q,psd_peak_hz_error_hz
0,125599301398849,125604192437898,0.8188107371479781,0.7547114524550371,0.46510416666666665,3.2712885421087132,1.8367346938775508,22.940137117618953,6.649391501639428,0.40816326530612224,4.500000000000002,0.5632653061224491
1,125599400640352,125604360681572,0.7964801470345226,0.7547114524550371,0.45989583333333334,3.225779643823202,3.8000000000000003,23.947960536126022,6.650168853637881,0.20000000000000018,18.999999999999986,1.4000000000000004
2,125599443194440,125604393523238,0.8003751986163831,0.7547114524550371,0.46328125,3.232108543267715,1.8,27.746708106206903,6.47383188163688,0.3999999999999999,4.500000000000001,0.5999999999999999
3,125599962018030,125604504202439,0.872900951806726,0.7547114524550371,0.4635416666666667,3.5225342168620877,3.956043956043956,22.53198583552743,6.094702865761245,0.6593406593406597,5.999999999999997,1.5560439560439563
4,125600776791643,125604964187637,0.8193026986655598,0.7280447857883704,0.46015625,3.820990425296758,9.761904761904761,15.857777410964854,6.472133791324244,0.23809523809523903,40.99999999999984,7.361904761904761
5,125601201590529,125604985091849,0.927943195588026,0.7280447857883704,0.46145833333333336,4.228887119827937,3.9473684210526314,16.61595105473062,7.85103757863638,0.5263157894736841,7.500000000000002,1.5473684210526315
6,125601827968019,125605056278957,0.9928278434144466,0.7280447857883703,0.4588541666666667,4.956152089213656,0.3076923076923077,9.981196130702651,6.477684321228879,0.3076923076923077,1.0,2.092307692307692
7,125601855742995,125605059294004,1.0081839891874433,0.7043281272686637,0.4630208333333333,4.994457698675588,4.0,11.080489703636276,6.403843439437539,0.3076923076923075,13.000000000000009,1.6
8,125601879681812,125605177314362,0.9585089811734125,0.675756698697235,0.4630208333333333,4.851965692781628,0.303030303030303,9.327037324872691,6.408044909098404,0.303030303030303,1.0,2.0969696969696967
9,125602150335389,125605192407806,1.0678701018055792,0.7043281272686637,0.4640625,5.25957235948338,8.524590163934425,12.75877425362339,6.3853456551372965,0.6557377049180335,12.999999999999984,6.124590163934425
10,125602347480202,125605816740695,1.0477500250005565,0.7043281272686636,0.46380208333333334,4.611933878209358,8.571428571428571,32.46257553639534,6.693352918710552,0.2857142857142847,30.000000000000107,6.171428571428571
11,125602429804843,125605878250471,1.0583003936659239,0.7043281272686636,0.46119791666666665,4.639771574209085,1.4492753623188406,21.232508378109937,7.226813045157277,0.2898550724637683,4.999999999999997,0.9507246376811593
12,125602872340329,125606296520385,1.0594989485436137,0.732899555840092,0.46067708333333335,4.67265147811491,1.4492753623188406,35.535561883688594,8.29500801467563,0.28985507246376807,5.000000000000001,0.9507246376811593
13,125603656852606,125607374064635,1.193694589233533,0.732899555840092,0.4591145833333333,4.304301146982003,1.3333333333333333,34.420586505448675,7.4418609838610035,0.5333333333333334,2.4999999999999996,1.0666666666666667
14,125603911983628,125607497089609,1.2449108696438276,0.6935440200948997,0.4578125,4.462908512271397,4.722222222222222,25.49231945694984,6.615685146226297,0.2777777777777777,17.000000000000007,2.3222222222222224
15,125604192437898,125608155785563,1.1986677571660496,0.6649725915234711,0.46015625,4.036991289281708,0.25,11.325403095376098,4.900447748682319,0.25,1.0,2.15
16,125604360681572,125609246596818,1.16662396898232,0.6361665974410882,0.4627604166666667,3.2747191046956607,2.6530612244897958,11.176542865324292,6.34964046589854,0.20408163265306145,12.999999999999984,0.25306122448979584
17,125604393523238,125609465323489,1.102358533820458,0.6361665974410882,0.46015625,3.154698372997892,5.882352941176469,10.358173744330939,6.08006166611054,0.1960784313725492,29.999999999999964,3.4823529411764693
18,125604504202439,125609516250930,1.124216190377179,0.6785494820897571,0.4627604166666667,3.1923075023577216,2.574257425742574,14.159665485890281,7.708880114221063,0.39603960396039595,6.500000000000001,0.17425742574257397
19,125604964187637,125609573360157,1.2378811290591714,0.6477802513205262,0.4640625,3.471338929183757,9.247311827956988,9.970227226963173,6.087721701701744,0.21505376344086002,43.000000000000036,6.847311827956988
20,125604985091849,125610308756046,1.0893881570673771,0.6477802513205262,0.4625,3.0054487676018984,7.4766355140186915,9.013275461136773,5.3859503372306765,0.3738317757009346,19.999999999999996,5.076635514018692
21,125605056278957,125611046872965,0.9765574180076351,0.6170110205512954,0.4671875,2.6708536713776914,9.166666666666666,13.894466539885086,6.986898373288653,0.16666666666666607,55.00000000000019,6.766666666666666
22,125605059294004,125611676094592,0.8566371834192459,0.607829734380614,0.46640625,2.418087078068673,2.8571428571428568,17.156434629682884,7.77051887928133,0.15037593984962383,19.000000000000025,0.45714285714285685
23,125605177314362,125612156593220,0.7891515683082051,0.6364011629520426,0.4625,2.29250046108417,1.0,17.78605249998646,6.573160587848745,0.1428571428571429,6.999999999999997,1.4
24,125605192407806,125612287105780,0.7572655689504423,0.6364011629520426,0.4635416666666667,2.2552052333496557,0.9859154929577463,18.389446030773232,6.96924567251348,0.14084507042253513,7.000000000000003,1.4140845070422536
25,125605816740695,125612489030762,0.8138281720445386,0.6471852701258065,0.4609375,2.397977282062908,2.835820895522388,13.895554334768065,5.299310810633972,0.14925373134328357,19.0,0.4358208955223879
26,125605878250471,125612662526637,0.784054392036108,0.6471852701258065,0.46380208333333334,2.3583945594941156,3.6764705882352935,17.6684148884208,7.066081517794211,0.1470588235294117,25.00000000000001,1.2764705882352936
27,125606296520385,125613300763704,0.7659162007242469,0.607829734380614,0.46640625,2.2843295515730784,3.687943262411347,21.280534090875776,7.462803736839961,0.14184397163120588,25.99999999999996,1.2879432624113472
28,125607374064635,125613676889984,0.7507976676397209,0.6078297343806142,0.47239583333333335,2.5385440836526656,2.677165354330709,14.872480479316476,6.044891857468495,0.15748031496062964,17.000000000000032,0.2771653543307089
29,125607497089609,125613970620779,0.7112537113010405,0.6078297343806142,0.47421875,2.4716031451502225,1.3846153846153846,16.06658549146155,6.383367219974858,0.15384615384615397,8.999999999999993,1.0153846153846153
30,125608155785563,125614047730810,0.7965707435092417,0.6471852701258065,0.47239583333333335,2.715571738917077,9.661016949152541,13.912340107319872,6.019004174684341,0.16949152542372836,57.00000000000015,7.261016949152541
31,125609246596818,125614195886070,0.7615657599235144,0.6747114524550369,0.47604166666666664,3.2327874135734587,9.8989898989899,20.38762645292991,8.287356225828761,0.20202020202020243,48.9999999999999,7.498989898989899
32,125609465323489,125615234830125,0.8011651192755423,0.7013781191217037,0.4783854166666667,2.7732007274529806,6.379310344827585,25.825638568500175,7.5923031673372945,0.5172413793103443,12.333333333333345,3.9793103448275855
33,125609516250930,125615475903165,0.7479346810998482,0.7280447857883703,0.4739583333333333,2.684720411374809,6.333333333333333,24.277478831678422,7.663557529653463,0.16666666666666696,37.99999999999993,3.933333333333333
34,125609573360157,125615764651287,0.6879297552805875,0.7013781191217037,0.4713541666666667,2.5842751800947856,6.290322580645161,24.175430923156984,8.177815249661132,0.32258064516129004,19.500000000000018,3.890322580645161
35,125610308756046,125615952067699,0.7297981604747291,0.7013781191217037,0.4752604166666667,2.835214672486563,5.132743362831858,22.47682628796831,6.876441414931756,0.17699115044247815,28.999999999999954,2.7327433628318585
36,125611046872965,125616088174468,0.7783078353977597,0.6747114524550369,0.47109375,3.173783593478519,9.306930693069306,22.23615404057196,7.743088454273836,0.1980198019801982,46.99999999999996,6.906930693069306
37,125611676094592,125616116810539,0.876416404507919,0.7013781191217037,0.46770833333333334,3.6030226186408223,7.865168539325842,19.23205734520343,7.856895690597674,0.22471910112359517,35.00000000000005,5.465168539325843
38,125612156593220,125616492528638,0.8839651302707869,0.6747114524550372,0.47291666666666665,3.69009186197247,5.747126436781609,11.821907960556963,5.8491499760386345,0.22988505747126453,24.999999999999982,3.347126436781609
39,125612287105780,125616663022845,0.8705126182350257,0.6646462857595241,0.465625,3.6563764263205933,7.954545454545454,14.137837910204555,7.09655617278697,0.22727272727272751,34.999999999999964,5.554545454545455
40,125612489030762,125616885982895,0.8647321400383696,0.6646462857595241,0.46875,3.638884280753665,7.954545454545454,13.986748049788845,6.91080585008849,0.22727272727272751,34.999999999999964,5.554545454545455
41,125612662526637,125617783059798,0.8629993731555807,0.7013781191217038,0.4705729166666667,3.124674618233568,5.631067961165049,23.03820394030961,7.869578763978291,0.3883495145631066,14.500000000000007,3.231067961165049
42,125613300763704,125618318091765,0.8619446686914606,0.7013781191217038,0.4703125,3.188948341721759,5.544554455445544,22.188110588936226,6.381096624340547,0.1980198019801982,27.99999999999997,3.1445544554455442
43,125613676889984,125618338825747,0.9621989344675433,0.7280447857883704,0.46380208333333334,3.4320507217164753,5.74468085106383,24.43111055289107,5.707281396153671,0.6382978723404253,9.000000000000004,3.34468085106383
44,125613970620779,125618378330688,1.045362943572811,0.7547114524550371,0.4627604166666667,3.6300029562585263,7.191011235955056,22.385671975289473,5.852808540516373,0.8988764044943816,8.000000000000004,4.791011235955056
45,125614047730810,125618590219358,0.9982983039998666,0.7280447857883704,0.4630208333333333,3.5222983681587032,5.4945054945054945,22.640002008931447,6.83757542943904,0.2197802197802199,24.99999999999999,3.0945054945054946
