t_ns,delta_s
125491167606740,0.6587256
125491369433398,0.20182665800000002
125491664630883,0.29519748500000004
125491699860124,0.035229241
125492335523889,0.635663765
125492353987955,0.018464066
125492435749174,0.08176121900000001
125493125428867,0.6896796930000001
125493544699063,0.41927019600000004
125493581532117,0.036833054000000004
125493620640093,0.039107976
125493740521918,0.11988182500000001
125494054225226,0.313703308
125494081388745,0.027163519
125494213641945,0.13225320000000002
125494436401017,0.222759072
125494552514938,0.11611392100000001
125495237958292,0.685443354
125495272872875,0.034914583
125495393088815,0.12021594000000001
125495793539178,0.40045036300000003
125496712460201,0.918921023
125497087457313,0.374997112
125497561023471,0.473566158
125497626245001,0.06522153
125497662063979,0.035818978
125497747506700,0.085442721
125497932369112,0.184862412
125498819182154,0.8868130420000001
125498857572727,0.038390573000000004
125499025332672,0.16775994500000002
125499316524909,0.291192237
125499695325357,0.378800448
125500235731980,0.5404066230000001
125500277524995,0.041793015
125500312997258,0.035472263000000004
125500459093957,0.146096699
125500781656265,0.322562308
125500909339157,0.12768289200000002
125501458620628,0.549281471
125501458946809,0.00032618100000000004
125501869843653,0.41089684400000004
125501966828111,0.09698445800000001
125502911354408,0.944526297
125503025681274,0.11432686600000001
125503557947965,0.532266691
125503598246699,0.040298734
125503820355812,0.22210911300000002
125503900504303,0.080148491
125504149561873,0.24905757
125504308310697,0.158748824
125504859838033,0.551527336
125504892788665,0.032950632
125505240768298,0.347979633
125505275304227,0.034535929
125505440527510,0.165223283
125505759389149,0.31886163900000003
125506503226021,0.743836872
125506788268284,0.285042263
125507419059998,0.630791714
125507446716841,0.027656843
125507540411898,0.09369505700000001
125508149057853,0.6086459550000001
125508496042443,0.34698459000000004
125508779305004,0.283262561
125508903306186,0.124001182
