t_ns,delta_s
125629123182816,0.41411933300000003
125629285001763,0.16181894700000002
125629343084684,0.058082921
125629354379821,0.011295137
125639075884239,9.721504418
125639241943826,0.166059587
125639453181322,0.21123749600000002
125639603025887,0.149844565
125639746080196,0.14305430900000002
125639805160936,0.05908074000000001
125640393475107,0.588314171
125640572506359,0.179031252
125641389174236,0.8166678770000001
125641578083172,0.188908936
125641889547374,0.311464202
125642431910423,0.542363049
125642559972400,0.12806197700000002
125642621564105,0.061591705000000004
125642678243286,0.056679181
125643805548757,1.1273054710000001
125644256257393,0.45070863600000005
125644402725654,0.14646826100000002
125644430167179,0.027441525
125644478562405,0.048395226000000006
125644519741051,0.041178646
125645234525888,0.7147848370000001
125645268538365,0.034012477
125645560500367,0.291962002
