window_idx,window_t0_ns,window_t1_ns,cv,hist_entropy,hamming_norm,event_rate_hz,psd_peak_hz,psd_peak_power,psd_peak_snr_db,psd_peak_bandwidth_hz,psd_peak_q,psd_peak_hz_error_hz
0,125724838033610,125727838033582,1.000000007547619,0.30116462004165695,0.4713541666666667,5.333333383111111,10.0,32.0404702148619,7.521951959670233,0.3333333333333339,29.999999999999947,7.6
1,125725038033605,125727838033583,1.1065666762730122,0.30438561897747246,0.47317708333333336,5.7142857591836735,9.999999999999998,26.970697761102127,6.469513787110407,0.3571428571428559,28.000000000000096,7.599999999999998
2,125725038033606,125728038033578,1.0000000075476192,0.30116462004165695,0.471875,5.333333383111111,10.0,31.775996231570353,5.5269723269049775,0.3333333333333339,29.999999999999947,7.6
3,125725038033607,125728438033582,0.873909185608747,0.30602499306299397,0.4708333333333333,4.7058823875432525,9.999999999999998,44.22363609147245,6.420836830646266,0.2941176470588225,34.000000000000114,7.599999999999998
4,125725038033608,125728638033577,0.784269965792282,0.29131295242619076,0.47630208333333335,4.444444482716049,10.0,50.973228896158346,7.54490494559033,0.2777777777777768,36.00000000000013,7.6
5,125725238033603,125728638033578,0.8739091856087472,0.30602499306299397,0.4765625,4.7058823875432525,9.999999999999998,46.576344831205695,7.464984542251527,0.2941176470588225,34.000000000000114,7.599999999999998
6,125725438033598,125729038033582,0.8451542605976433,0.3131192460715204,0.4786458333333333,4.444444464197531,10.0,57.167056655667515,10.026911335725533,0.2777777777777768,36.00000000000013,7.6
7,125725638033593,125729038033583,0.9353813223145048,0.3169925001442312,0.4856770833333333,4.705882366782006,4.999999999999999,42.815131023289965,11.02813683309286,0.5882352941176467,8.500000000000004,2.599999999999999
8,125725838033588,125729838033590,0.9682458409089603,0.3651210398033887,0.48463541666666665,3.999999998,5.185185185185185,67.0776000326747,11.22733359522077,0.2469135802469129,21.000000000000057,2.785185185185185
9,125726238033592,125729838033591,1.1001442953147864,0.36124778573067795,0.48489583333333336,4.444444445679013,5.0,58.77536149180593,11.100990159805292,0.5555555555555554,9.000000000000004,2.6
10,125726838033591,125730038033586,1.1463743387927472,0.3563874127093408,0.48046875,5.0000000078125,5.0,49.32983625523083,9.904830114654544,0.625,8.0,2.6
11,125726838033592,125730438033590,1.005934777271538,0.3651210398033887,0.4825520833333333,4.44444444691358,10.0,57.94327920825098,9.442615154772625,0.2777777777777768,36.00000000000013,7.6
12,125726838033593,125730438033591,1.005934777271538,0.3651210398033887,0.4828125,4.44444444691358,10.0,57.94327920825098,9.442615154772625,0.2777777777777768,36.00000000000013,7.6
13,125727038033588,125732038033603,1.2761549453394307,0.36704754906242354,0.4859375,3.1999999904,4.9504950495049505,53.6898081952156,8.26761218353985,0.1980198019801982,24.99999999999998,2.5504950495049505
14,125727638033587,125732438033607,1.31101106581712,0.36704754906242354,0.4830729166666667,3.333333319444444,4.948453608247423,32.31899497359007,6.760306812789418,0.20618556701030943,23.999999999999982,2.548453608247423
15,125727838033582,125732638033602,1.3110110658171197,0.36704754906242354,0.48072916666666665,3.333333319444444,4.948453608247423,38.570283990924345,7.345144351053907,0.20618556701030855,24.000000000000085,2.548453608247423
16,125727838033583,125733638033615,1.1477409715110671,0.3900424129829494,0.4778645833333333,2.7586206744351958,4.9572649572649565,37.530616963557286,8.045948862863922,0.34188034188034244,14.499999999999973,2.5572649572649566
17,125728038033578,125734238033614,1.0736931657666005,0.3848348704600882,0.47552083333333334,2.580645146305931,4.96,37.540745016196446,9.143750205474724,0.3200000000000003,15.499999999999986,2.56
18,125728438033582,125734438033609,1.1180339945796436,0.3900424129829494,0.4713541666666667,2.6666666546666664,4.958677685950413,28.65889313160494,9.180308846550865,0.330578512396694,15.000000000000009,2.558677685950413
19,125728638033577,125734838033613,1.0736931657666005,0.3848348704600882,0.4703125,2.580645146305931,4.96,27.467829080447412,9.950979319579309,0.3200000000000003,15.499999999999986,2.56
20,125728638033578,125734838033614,1.0736931657666005,0.3848348704600882,0.46875,2.580645146305931,4.96,27.467829080447412,9.950979319579309,0.3200000000000003,15.499999999999986,2.56
21,125729038033582,125735038033609,1.1180339945796434,0.3900424129829494,0.46822916666666664,2.6666666546666664,4.958677685950413,23.0712079904236,10.044895073278116,0.330578512396694,15.000000000000009,2.558677685950413
22,125729038033583,125735238033604,1.0580027033401473,0.3848348704600882,0.46536458333333336,2.580645152549428,4.96,25.304028221950166,10.870002309027086,0.3200000000000003,15.499999999999986,2.56
23,125729838033590,125735238033605,1.209894548175696,0.36704754906242354,0.46380208333333334,2.96296295473251,4.954128440366972,18.06134852087814,8.937823887971405,0.18348623853210988,27.00000000000003,2.554128440366972
24,125729838033591,125735438033600,1.143016580799275,0.3576900914616579,0.46197916666666666,2.85714285255102,4.95575221238938,20.825471865905108,9.60430041856134,0.17699115044247815,27.999999999999954,2.5557522123893803
