t_ns,nonce,hash_hex,difficulty_bits,attempts_since_prev,backend,notes_json
125409005167495,32193,00000807c61c1b44f2ed08a364c6985337bc36f62a45e44707b395163d65cbb8,17,32194,cpu,"{""t_true_ns"": 125409005167495}"
125409106231905,72881,00007382d83d7e82ec9209a9079476d6ad6f205bedc40e6a42d943ac633e5c7d,17,40688,cpu,"{""t_true_ns"": 125409106231905}"
125409148652343,90471,000015f4ddf81d8a505151975f91c56b5e6d99187103186e03532b9462cf3e80,17,17590,cpu,"{""t_true_ns"": 125409148652343}"
125409696950745,309227,00006a65ef3a666fde6d0fd6520c22ab9656933a4d56fd8bd115cbff6f758db3,17,218756,cpu,"{""t_true_ns"": 125409696950745}"
125410509158492,621167,0000681594b8d889a9b5ed715ffed43ed9c09d1da729d32e7e8a4304407646c6,17,311940,cpu,"{""t_true_ns"": 125410509158492}"
125410947786631,788802,000029b73587e42a56c48c18ed989354253234cab14e620835fb016842e0ad87,17,167635,cpu,"{""t_true_ns"": 125410947786631}"
125411794263541,1025368,00007c2de09a5ae9e0f6fc4c88d6aaac34d9e6038568761260bdb9632dabea59,17,236566,cpu,"{""t_true_ns"": 125411794263541}"
125411826349868,1037230,00003c6d5a42c453853c759cdda5b023b773e247ffd6f0c5563a4ce383ec0d89,17,11862,cpu,"{""t_true_ns"": 125411826349868}"
125411853336264,1047342,000064dc620d6393e946815f504eea5fc095f0bb41c8b87b8ada4dd0a9e451a8,17,10112,cpu,"{""t_true_ns"": 125411853336264}"
125412140123467,1160000,00006a143ccfc42e908b4d3a00931b7caa6cdab174a67557ab6fb995f869e55f,17,112658,cpu,"{""t_true_ns"": 125412140123467}"
125412340546278,1242648,00001ab5262ce752723f699c369ee0b719992bd2b2df07be86dc521613cd2b05,17,82648,cpu,"{""t_true_ns"": 125412340546278}"
125412423744056,1276869,00004e14149634bbe5bb8b2bf6123597c983d1a1eff49ad1949d825a09c13f78,17,34221,cpu,"{""t_true_ns"": 125412423744056}"
125412873305133,1462934,00001b984af915cdd6f4099e365bbbe938a6d02bebc1e90c1b88828f5c6ab340,17,186065,cpu,"{""t_true_ns"": 125412873305133}"
125413670697661,1792379,00004a9e20ffefe30210d558a49399f14a1a1cb6de6a631f469306213bb718ff,17,329445,cpu,"{""t_true_ns"": 125413670697661}"
125413938196754,1900114,0000444aaacdeba032f3ee89da5af2f6b1bc66925b8d0fc7d2016e87df22a303,17,107735,cpu,"{""t_true_ns"": 125413938196754}"
125414238277999,2017717,0000085e7549fa008a8d5cdd695ee907ddbc9e65e5edd19c6ba4cc235c5a4513,17,117603,cpu,"{""t_true_ns"": 125414238277999}"
125414418528455,2088490,00003843fa122a2cc8a5c83d273fe56278e668553643c7ca16be4c17745ee92a,17,70773,cpu,"{""t_true_ns"": 125414418528455}"
125414453121617,2102334,00000abb40140818326eb9d54a2eca8cd38a1b77b1351d5296c766f934613e4e,17,13844,cpu,"{""t_true_ns"": 125414453121617}"
125414570493703,2148662,00001ea79325f2a577ec5c59cbf17a36a91cf8cbaffdf524f43fc28973d09761,17,46328,cpu,"{""t_true_ns"": 125414570493703}"
125415057862397,2341832,00002aee3abfd8c7bc09d1c230488d8dbc865fbb7be1e6e1d68b5b2a30b94633,17,193170,cpu,"{""t_true_ns"": 125415057862397}"
125415079197999,2350512,00005908cceeb23390087d8d72b543bfd37f9b031e333e888ef22c167451df14,17,8680,cpu,"{""t_true_ns"": 125415079197999}"
125415149006701,2378710,000056fe96dfdae53edfa7272bbce82cd76b419b8e7c0e8c5d174c570c1bd0d5,17,28198,cpu,"{""t_true_ns"": 125415149006701}"
