t_ns,delta_s
125773445460086,0.007097438
125773494456323,0.048996237000000005
125773516524273,0.022067950000000003
125774489022382,0.9724981090000001
125774544199826,0.055177444000000006
125774550688888,0.006489062
125774557610839,0.006921951000000001
125774557870018,0.000259179
125776205740484,1.647870466
125776391313601,0.185573117
125779180133420,2.788819819
125779262589787,0.082456367
125779796083923,0.5334941360000001
125779796404363,0.00032044
125779824744049,0.028339686000000003
125779843484365,0.018740316
125780373145324,0.529660959
125780381858810,0.008713486000000001
125780382743398,0.0008845880000000001
125780758760337,0.37601693900000005
125780759112868,0.000352531
125780775151405,0.016038537000000002
125780794340344,0.019188939000000002
125780903414169,0.10907382500000001
125782380056641,1.476642472
125782408714835,0.028658194
125782416524644,0.007809809000000001
125783517221767,1.100697123
125783518884188,0.001662421
125783600768295,0.08188410700000001
125783740284598,0.139516303
125786902644375,3.1623597770000003
125786905410309,0.0027659340000000003
125787287716159,0.38230585
125787299295264,0.011579105000000001
125787524221354,0.22492609000000002
125787793124205,0.268902851
125788022678189,0.22955398400000002
125788027252733,0.004574544000000001
125788341687857,0.314435124
125788369143273,0.027455416000000003
125788379432767,0.010289494000000001
125788380480230,0.001047463
125788408703623,0.028223393000000003
125788423496502,0.014792879
125789092272822,0.6687763200000001
125789132286520,0.040013698
125789405482037,0.273195517
125789783556648,0.378074611
125789784969444,0.001412796
125789807943496,0.022974052000000002
125790544515181,0.736571685
125790544658609,0.000143428
125790558884281,0.014225672000000002
125790562248277,0.003363996
125790570875506,0.008627229
125790589088628,0.018213122
125790593438231,0.0043496030000000005
125790593685067,0.000246836
125790631899799,0.038214732
125790777422597,0.145522798
125791769102382,0.9916797850000001
125791769242679,0.000140297
125791771638996,0.0023963170000000002
125791980406495,0.20876749900000002
125792074354448,0.093947953
125792380197212,0.30584276400000004
