seed,source,sigma,pred_mse,rollout_mse_mean,rollout_mse_last,cv_mean,hist_entropy_mean,psd_peak_snr_db_mean,psd_peak_hz_median,psd_peak_hz_error_hz_mean,psd_peak_q_mean,psd_peak_hz_iqr_hz,hey_gap_mean_l1,hey_double_neg_change_frac,hey_mutual_pairs,hey_anomaly_mean,eig_abs_mean,eig_spectral_radius,eig_neutral_count_0p98_1p02,eig_neutral_count_0p95_1p05,eig_neutral_angle_abs_mean,boot_spectral_radius_p50,boot_neutral_0p98_1p02_p50,ach_x_noise_rel_std,ach_h_frac_at_0,ach_h_frac_at_top,r_birth_p90,r_mutual_edge_count,r_mutual_active_pairs_rate_mean
10,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,1.0251537183218968,0.8385749295380317,8.474958680931334,5.390070921985815,3.5512110570919773,63.64914841849149,5.621798668317808,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,0.9672544275884732,0.8314175980896737,8.662585247130092,4.170962199312714,2.969938613946502,60.91563018242123,5.51337363717122,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,1.0164022040349316,0.8636719863885403,8.72842793332478,4.968513853904282,3.215283205717201,62.373663003662976,5.40879575410149,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,0.9781461605503026,0.8338813185191952,8.966162599406813,5.0,3.4083830428049096,69.40511775362316,4.5624623502179285,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,1.0182796701594075,0.8541403168452892,8.882139595257193,5.057805399625769,3.145040861487931,65.63697916666662,3.0850317167617116,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,0.9765170198022762,0.865401004383785,8.836994090919049,4.811594202898551,3.1581206290740624,72.21940639269403,5.276948245864603,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,0.9612471140856121,0.8307810448420013,8.581849647970584,5.675554760200429,3.611186802069039,79.39189311594203,3.8911502219397063,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,1.0265054167103131,0.8255395078803501,8.699144741794969,4.248076923076923,3.1277098933548984,67.15267543859652,5.645979487478048,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,0.9884024747916943,0.8559826979889404,8.98343653571714,5.016722408026756,3.111056217822778,59.68545303408147,5.279077682293883,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,pc_pow_share_events_delta,0.0,0.0,0.0,0.0,1.004257865074499,0.851344737105199,8.7263352083892,3.8194444444444446,2.6019855819605873,59.05256723716385,4.425786877581979,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,pc_pow_share_events_metric,0.0,0.0,0.0,0.0,1.0251537183218968,0.8385749295380317,8.474958680931334,5.390070921985815,3.5512110570919773,63.64914841849149,5.621798668317808,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,pc_pow_share_events_metric,0.0,0.0,0.0,0.0,0.9672544275884732,0.8314175980896737,8.662585247130092,4.170962199312714,2.969938613946502,60.91563018242123,5.51337363717122,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,pc_pow_share_events_metric,0.0,0.0,0.0,0.0,1.0164022040349316,0.8636719863885403,8.72842793332478,4.968513853904282,3.215283205717201,62.373663003662976,5.40879575410149,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,pc_pow_share_events_metric,0.0,0.0,0.0,0.0,0.9781461605503026,0.8338813185191952,8.966162599406813,5.0,3.4083830428049096,69.40511775362316,4.5624623502179285,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,pc_pow_share_events_metric,0.0,0.0,0.0,0.0,1.0182796701594075,0.8541403168452892,8.882139595257193,5.057805399625769,3.145040861487931,65.63697916666662,3.0850317167617116,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,pc_pow_share_events_metric,0.0,0.0,0.0,0.0,0.9765170198022762,0.865401004383785,8.836994090919049,4.811594202898551,3.1581206290740624,72.21940639269403,5.276948245864603,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,pc_pow_share_events_metric,0.0,0.0,0.0,0.0,0.9612471140856121,0.8307810448420013,8.581849647970584,5.675554760200429,3.611186802069039,79.39189311594203,3.8911502219397063,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
