seed,source,sigma,pred_mse,rollout_mse_mean,rollout_mse_last,cv_mean,hist_entropy_mean,psd_peak_snr_db_mean,psd_peak_hz_median,psd_peak_hz_error_hz_mean,psd_peak_q_mean,psd_peak_hz_iqr_hz,hey_gap_mean_l1,hey_double_neg_change_frac,hey_mutual_pairs,hey_anomaly_mean,eig_abs_mean,eig_spectral_radius,eig_neutral_count_0p98_1p02,eig_neutral_count_0p95_1p05,eig_neutral_angle_abs_mean,boot_spectral_radius_p50,boot_neutral_0p98_1p02_p50,ach_x_noise_rel_std,ach_h_frac_at_0,ach_h_frac_at_top,r_birth_p90,r_mutual_edge_count,r_mutual_active_pairs_rate_mean
0,pc_pow_surrogate_iaaft_metric,0.0,0.0,0.0,0.0,0.8371872607234703,0.6799368977850782,7.540418019597904,2.4794783722419513,0.3969013637261693,18.721428571428568,0.08158000536049315,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,pc_pow_surrogate_iaaft_metric,0.0,0.0,0.0,0.0,1.1473465874864686,0.6986161699707466,7.099719039140416,2.4670846394984323,3.066129754756678,26.82142857142851,6.164889788573999,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,pc_pow_surrogate_phase_delta,0.0,0.0,0.0,0.0,1.652774667387463,0.7082299336322182,8.279931015165914,0.9161021365294424,1.8330728663669107,6.58333333333333,1.3652967040425046,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,pc_pow_surrogate_phase_delta,0.0,0.0,0.0,0.0,1.5720659276965618,0.6334619608085641,7.711188181571024,2.7871148459383748,1.8959100994178997,20.500000000000007,2.8012891711521846,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,pc_pow_surrogate_phase_metric,0.0,0.0,0.0,0.0,1.652774667387463,0.7082299336322182,8.279931015165914,0.9161021365294424,1.8330728663669107,6.58333333333333,1.3652967040425046,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,pc_pow_surrogate_phase_metric,0.0,0.0,0.0,0.0,1.5720659276965618,0.6334619608085641,7.711188181571024,2.7871148459383748,1.8959100994178997,20.500000000000007,2.8012891711521846,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,pc_pow_surrogate_shuffle_delta,0.0,0.0,0.0,0.0,0.8826878569204627,0.6974683767510707,7.513904548459045,4.233420268256333,2.737855188089969,31.214285714285637,4.162105052945432,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,pc_pow_surrogate_shuffle_delta,0.0,0.0,0.0,0.0,1.0576647995080564,0.7321968901975711,7.278104777827507,3.2013559322033895,3.360868029367746,30.928571428571477,6.758819428891882,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,pc_pow_surrogate_shuffle_metric,0.0,0.0,0.0,0.0,0.8826878569204627,0.6974683767510707,7.513904548459045,4.233420268256333,2.737855188089969,31.214285714285637,4.162105052945432,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,pc_pow_surrogate_shuffle_metric,0.0,0.0,0.0,0.0,1.0576647995080564,0.7321968901975711,7.278104777827507,3.2013559322033895,3.360868029367746,30.928571428571477,6.758819428891882,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
