t_ns,delta_s
125648391976412,0.7659517210000001
125648442278310,0.050301898000000005
125654222086790,5.779808480000001
125654289506389,0.06741959900000001
125654379097982,0.08959159300000001
125654381535975,0.0024379930000000003
125654977262141,0.5957261660000001
125654997837413,0.020575272000000002
125655161297228,0.163459815
125655290053614,0.128756386
125655415818447,0.12576483300000002
125655448353457,0.03253501
125656312523430,0.8641699730000001
125656858359929,0.5458364990000001
125657159986707,0.30162677800000004
125659490700359,2.330713652
125663278633024,3.787932665
125663812657369,0.5340243450000001
125664648710309,0.8360529400000001
125664742602380,0.09389207100000001
125664768404971,0.025802591000000003
125665168071741,0.39966677
125665739838531,0.5717667900000001
125666161701314,0.421862783
125666379083811,0.217382497
125666593899015,0.214815204
125666765781871,0.171882856
125667248112317,0.482330446
