window_idx,window_t0_ns,window_t1_ns,cv,hist_entropy,hamming_norm,event_rate_hz,psd_peak_hz,psd_peak_power,psd_peak_snr_db,psd_peak_bandwidth_hz,psd_peak_q,psd_peak_hz_error_hz
0,125744628909321,125750329509193,3.336885717130078,0.41861384155437803,0.46510416666666665,2.8067221624496432,0.17391304347826086,27.32589510044832,10.209863721695228,0.17391304347826086,1.0,2.226086956521739
1,125744628909322,125750329509568,3.336885477141051,0.4807354922057604,0.45989583333333334,2.806721978308668,0.17391304347826086,27.32589510044832,10.209863721695228,0.17391304347826086,1.0,2.226086956521739
2,125744628909323,125750329509569,3.3368854771410517,0.4807354922057604,0.46328125,2.806721978308668,0.17391304347826086,27.32589510044832,10.209863721695228,0.17391304347826086,1.0,2.226086956521739
3,125744628909326,125750329609653,3.336821258792257,0.4807354922057604,0.4635416666666667,2.8066727037412993,0.17391304347826086,27.32589510044832,10.209863721695228,0.17391304347826086,1.0,2.226086956521739
4,125744628923927,125750329609654,3.3368306270416355,0.41861384155437803,0.46015625,2.8066798918978537,0.17391304347826086,27.32589510044832,10.209863721695228,0.17391304347826086,1.0,2.226086956521739
5,125745409846211,125750329609677,3.861600476781199,0.41861384155437803,0.46145833333333336,3.252188872610324,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
6,125745423225779,125750329611734,3.8728692962917246,0.41861384155437803,0.4588541666666667,3.261056131080499,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
7,125745423225780,125750329856144,3.87266260528723,0.4807354922057604,0.4630208333333333,3.260893691400145,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
8,125745423225781,125750329856145,3.87266260528723,0.4807354922057604,0.4630208333333333,3.260893691400145,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
9,125745423225782,125750329856146,3.87266260528723,0.4807354922057604,0.4640625,3.260893691400145,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
10,125745423225783,125750329856367,3.872662419242664,0.5399027700639932,0.46380208333333334,3.2608935451905214,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
11,125745423225784,125750329856376,3.8726624124774074,0.5956189776338521,0.46119791666666665,3.2608935398738086,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
12,125745423225785,125750329863125,3.8726567059947787,0.6471852701258065,0.46067708333333335,3.260889055232274,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
13,125745423230057,125750329935404,3.8725991967621067,0.6186138415543779,0.4591145833333333,3.2608438592675086,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
14,125745423258088,125750331004743,3.871718911757371,0.6186138415543779,0.4578125,3.260151985168028,0.20202020202020202,16.157424268787267,90.87862051907722,0.20202020202020202,1.0,2.197979797979798
15,125750329509193,125750331161748,2.4989048722863463,0.6480447857883704,0.46015625,9681.977301814462,0.0,0.0,0.0,0.0,0.0,2.4
16,125750329509568,125750331161749,2.4995674216643526,0.5999162461292129,0.4627604166666667,9684.168986327768,0.0,0.0,0.0,0.0,0.0,2.4
