window_idx,window_t0_ns,window_t1_ns,cv,hist_entropy,hamming_norm,event_rate_hz,psd_peak_hz,psd_peak_power,psd_peak_snr_db,psd_peak_bandwidth_hz,psd_peak_q,psd_peak_hz_error_hz
0,125647626024691,125658891571474,1.0787954467146446,0.5900424129829495,0.46510416666666665,1.4202595140916205,3.185840707964602,12.120534247387825,8.18121386683844,0.1769911504424777,18.000000000000018,0.7858407079646019
1,125647811606797,125660806256529,0.9768123266823143,0.5384761204909949,0.45989583333333334,1.2312759735723517,3.153846153846154,10.993152410992394,8.53326860515555,0.15384615384615374,20.500000000000014,0.7538461538461543
2,125647910641823,125661049008857,0.9563802637486977,0.5670475490624234,0.46328125,1.2178073544904437,1.064638783269962,12.600245293381795,9.167287114339278,0.07604562737642584,14.000000000000004,1.335361216730038
3,125648805132602,125661086363819,1.0566260258734663,0.5956189776338521,0.4635416666666667,1.3028009746980729,1.056910569105691,11.446126541283977,9.777992932150894,0.16260162601626016,6.5,1.3430894308943089
4,125648825816887,125662046322051,0.9493752593486224,0.5956189776338521,0.46015625,1.2102411974066378,1.0566037735849056,12.51686051914318,9.965451303759759,0.15094339622641506,7.000000000000002,1.3433962264150943
5,125649042004541,125663545233932,0.8578359744371904,0.5956189776338521,0.46145833333333336,1.1032025743127818,3.1615120274914084,17.462220005175432,12.452655668209369,0.13745704467353947,23.000000000000004,0.7615120274914084
6,125649044358123,125664223489304,0.7814094959798563,0.6265829127958796,0.4588541666666667,1.0540787749451364,3.1578947368421053,20.711590045620696,11.335255372015743,0.1315789473684208,24.000000000000046,0.7578947368421054
7,125649147936957,125665200824997,0.7009855022845748,0.5999162461292129,0.4630208333333333,0.9967053878487024,4.161490683229813,24.307976042938694,9.47235405794407,0.12422360248447184,33.50000000000005,1.761490683229813
8,125649161615833,125665381621240,0.6792114333901302,0.5999162461292129,0.4630208333333333,0.986436169318103,4.184615384615385,20.99637523518376,10.725167141659803,0.12307692307692264,34.00000000000012,1.784615384615385
9,125650330451102,125665404458899,0.7788778924789663,0.5999162461292129,0.4640625,1.061429728275999,4.172185430463576,18.00789026249186,9.305436264254627,0.0662251655629138,63.00000000000009,1.7721854304635758
10,125650387140499,125665805423470,0.7370207295200137,0.5999162461292129,0.46380208333333334,1.0377290409116333,4.142394822006472,23.53479493791147,8.782101913591635,0.06472491909385081,64.00000000000031,1.7423948220064722
11,125651232831254,125666304185745,0.765106482808862,0.5999162461292129,0.46119791666666665,1.0616165925600483,3.178807947019867,22.01094557440807,8.805000064316717,0.0662251655629138,48.000000000000064,0.778807947019867
12,125653147516309,125666379883383,0.8613592987764861,0.6480447857883704,0.46067708333333335,1.2091562991354785,4.150943396226415,28.822565157624002,7.673153887718398,0.07547169811320753,55.000000000000014,1.7509433962264151
13,125655062201364,125667248112316,0.8669343775978238,0.6913129524261908,0.4591145833333333,1.312991705176872,3.1967213114754096,30.570578382520935,8.710558120316875,0.16393442622950793,19.50000000000003,0.7967213114754097
