window_idx,window_t0_ns,window_t1_ns,cv,hist_entropy,hamming_norm,event_rate_hz,psd_peak_hz,psd_peak_power,psd_peak_snr_db,psd_peak_bandwidth_hz,psd_peak_q,psd_peak_hz_error_hz
0,125389346485489,125407776734214,1.1157056415419127,0.783752739824512,0.4710441468253968,3.472552158950855,3.4688346883468837,125.66813305767818,16.649732706640123,0.10840108401083981,32.00000000000009,1.0688346883468838
1,125389521823195,125407911157100,1.119138890913122,0.783752739824512,0.4714781746031746,3.48027831408285,3.478260869565217,128.18291517875153,16.33965639757484,0.10869565217391308,31.999999999999982,1.078260869565217
2,125389778798695,125407946565115,1.1382349666481117,0.7926394737024586,0.4710441468253968,3.522722525183148,3.4615384615384617,110.91535382164253,16.092249010603734,0.10989010989010994,31.499999999999986,1.0615384615384618
3,125389798322187,125408064416167,1.128427822708724,0.7942208446562428,0.4691840277777778,3.5037594830112657,3.4972677595628414,95.7808191851356,16.203645482861667,0.05464480874316946,63.99999999999993,1.0972677595628415
4,125389814162953,125408140269488,1.1222424317099653,0.7969781123087375,0.46980406746031744,3.4922857115214296,3.487738419618528,93.21414251609745,15.83222955092949,0.054495912806539426,64.00000000000009,1.0877384196185282
