t_ns,nonce,hash_hex,difficulty_bits,attempts_since_prev,backend,notes_json
1766771161664032200,0,0000000000000000000000000000000000000000000000000000000000000000,17,0,lv06_silicon,"{""hw"": ""lv06""}"
1766771207828964300,0,0000000000000000000000000000000000000000000000000000000000000000,17,0,lv06_silicon,"{""hw"": ""lv06""}"
1766771212132553400,0,0000000000000000000000000000000000000000000000000000000000000000,17,0,lv06_silicon,"{""hw"": ""lv06""}"
